,Median Age,Median Male Age,Median Female Age,Population,White Population,Black Population,Native American Population,Asian Population,Hispanic Population,Education None,Education High School,Education GED,Education Associates,Education Bachelors,Education Masters,Education Professional,Education Doctorate,Poverty,Household Income,Income Per Capita,Employment Labor Force,Employment Unemployed,Median Gross Rent,Median Home Value,zipcode,lat,lng,city,state,Google_URL,Count
76,53.1,53.7,47.6,637,557,0,0,0,0,0,211,51,52,51,11,9,0,53,51771,33229,354,17,678,110100,24925,37.714707,-80.376437,CALDWELL,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.714707,-80.376437&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",70
77,57.1,55.3,57.3,185,185,0,0,0,0,10,81,18,0,7,0,0,6,46,25909,19012,93,6,,86400,24927,38.375187,-79.957107,CASS,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.375187,-79.957107&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",37
78,47.3,48.3,47.1,1347,1347,0,0,0,0,25,377,50,111,56,60,41,0,418,40804,21175,550,57,,153800,24931,37.919011,-80.588601,CRAWLEY,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.919011,-80.588601&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",63
79,51.3,51.5,50.6,394,394,0,0,0,0,0,143,41,25,9,35,0,12,60,31932,41235,191,11,,121100,24934,38.333579,-79.891016,DUNMORE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.333579,-79.891016&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",41
80,53.5,56.3,50.1,552,552,0,0,0,0,0,153,0,51,54,23,0,0,22,41500,26716,293,6,,106000,24935,37.56653,-80.808493,FOREST HILL,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.56653,-80.808493&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",182
81,39.5,37.8,51.2,1652,1437,0,0,0,240,0,552,37,16,114,82,0,0,80,49323,23573,801,50,,154500,24938,37.893492,-80.387188,FRANKFORD,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.893492,-80.387188&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",62
82,48.1,40.3,48.7,1365,1352,2,11,0,0,6,464,60,40,29,28,0,5,347,38942,18052,661,44,563,86700,24941,37.588011,-80.346704,GAP MILLS,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.588011,-80.346704&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",179
83,36.1,38.8,34,525,525,0,0,0,0,0,150,28,0,52,39,0,0,138,50714,19673,242,0,,175600,24944,38.389627,-79.783657,GREEN BANK,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.389627,-79.783657&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",34
84,54.9,49.6,63.9,403,387,0,0,0,0,0,105,15,0,9,26,0,12,20,44583,25930,167,25,,97600,24945,37.541978,-80.677193,GREENVILLE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.541978,-80.677193&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",109
85,50.3,43.2,56.8,1642,1622,20,0,0,4,25,303,158,83,167,98,11,31,124,38750,17983,625,56,539,136100,24946,38.18442,-80.262312,HILLSBORO,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.18442,-80.262312&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",42
86,46.3,51.1,40.7,1520,1510,1,0,0,0,3,387,68,68,130,81,0,0,312,43958,20882,515,0,,124800,24951,37.484254,-80.643612,LINDSIDE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.484254,-80.643612&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",136
87,49,50.1,48,3763,3575,51,0,0,48,14,1081,286,129,204,119,13,9,739,36815,21492,1718,94,635,111300,24954,38.224907,-80.056049,MARLINTON,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.224907,-80.056049&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",44
88,42.4,46.3,35.7,340,279,0,0,0,0,0,100,0,25,70,25,0,0,0,92179,45335,142,22,,200400,24957,37.885394,-80.425002,MAXWELTON,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.885394,-80.425002&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",66
89,38.7,40.3,38.3,111,105,6,0,0,0,0,0,5,0,0,0,0,0,42,,31196,39,5,,,24962,37.662404,-80.718357,PENCE SPRINGS,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.662404,-80.718357&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",138
90,44.2,42.4,46.2,4037,4015,0,0,0,125,31,1526,108,189,320,49,14,31,762,37007,20279,1684,173,568,110600,24963,37.436413,-80.758492,PETERSTOWN,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.436413,-80.758492&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",160
91,51.5,51.3,51.8,1469,1469,0,0,0,0,7,461,147,32,86,44,0,10,223,24244,16447,670,54,481,100800,24966,38.078505,-80.362598,RENICK,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.078505,-80.362598&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",76
92,42.2,39.2,45.4,4371,4080,74,0,0,30,6,1099,226,227,308,102,19,2,1053,33156,20775,2103,193,586,93300,24970,37.728072,-80.474482,RONCEVERTE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.728072,-80.474482&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",78
93,47.5,47.1,47.9,242,242,0,0,0,0,0,61,43,0,0,0,0,9,66,40703,30400,115,16,,101200,24974,37.641768,-80.448356,SECONDCREEK,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.641768,-80.448356&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",109
94,41.7,34.9,46.1,1129,1065,0,8,0,0,7,281,0,43,44,76,24,0,256,29813,20997,609,33,,120300,24976,37.656964,-80.511709,SINKS GROVE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.656964,-80.511709&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",78
95,52.3,49,52.6,594,572,0,0,0,0,0,112,25,0,69,17,0,0,219,46375,18398,173,0,,132500,24977,37.897155,-80.687105,SMOOT,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.897155,-80.687105&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",90
96,60.6,58.7,62.5,664,602,62,0,0,0,0,197,74,25,97,54,0,12,49,36447,26814,367,0,,88900,24981,37.629807,-80.735884,TALCOTT,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.629807,-80.735884&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",152
97,52,48.5,52.7,2251,2113,55,28,0,15,13,733,180,102,130,32,0,0,280,36731,21140,1023,40,409,101300,24983,37.57499,-80.518586,UNION,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.57499,-80.518586&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",98
98,60.1,60.5,55.6,244,236,0,0,0,0,0,68,9,0,15,0,0,0,17,35107,20793,128,47,,,24984,37.49353,-80.40502,WAITEVILLE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.49353,-80.40502&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",156
99,44.3,43.1,47.2,5819,5332,357,0,19,32,17,1825,440,250,144,45,20,12,1177,39244,21532,2588,171,651,86500,24986,37.921086,-80.145726,WHITE SULPHUR SPRINGS,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.921086,-80.145726&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",73
100,46.7,46.4,49.4,658,658,0,0,0,0,15,173,14,0,113,34,0,0,41,52727,30611,264,14,,81700,24991,38.021577,-80.497448,WILLIAMSBURG,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.021577,-80.497448&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",83
101,,,,13,13,0,0,0,0,0,0,0,13,0,0,0,0,0,,,0,0,,,25002,38.135764,-81.24173,ALLOY,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.135764,-81.24173&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",151
102,40.7,35.3,47.1,2890,2807,39,0,44,29,0,602,118,119,217,48,13,0,652,32649,21010,1444,186,802,84200,25003,38.252558,-81.784866,ALUM CREEK,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.252558,-81.784866&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",172
103,52.9,52.7,55.2,136,136,0,0,0,0,0,51,3,30,0,0,0,0,44,,17304,93,0,,67300,25005,38.583444,-81.256426,AMMA,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.583444,-81.256426&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",121
104,38.2,37.3,38.6,733,733,0,0,0,0,0,162,61,39,25,23,0,0,83,38958,17775,259,11,,76300,25007,37.82484,-81.430458,ARNETT,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.82484,-81.430458&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",136
105,28.7,57.1,27.3,127,127,0,0,0,0,0,33,7,0,0,0,0,0,87,,4618,0,0,,,25008,37.947061,-81.34397,ARTIE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.947061,-81.34397&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",134
106,43.3,43.9,40,1224,1224,0,0,0,0,10,386,55,36,35,9,0,0,232,56971,19166,518,65,663,67000,25009,38.202305,-81.684573,ASHFORD,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.202305,-81.684573&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",175
107,33.6,32.7,38.8,1159,1159,0,0,0,0,2,517,6,38,102,21,0,0,96,68016,22602,553,0,592,102700,25011,38.508579,-81.839417,BANCROFT,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.508579,-81.839417&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",176
108,45.1,44,45.2,4550,4190,46,4,3,18,84,1113,248,227,219,81,3,0,668,39938,20708,1843,133,681,74200,25015,38.246134,-81.497258,BELLE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.246134,-81.497258&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",183
109,44.1,45.8,29.6,434,405,0,0,0,0,0,186,12,5,0,0,0,0,107,26250,16780,190,26,,58500,25019,38.371626,-81.068876,BICKMORE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.371626,-81.068876&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",81
110,27.2,25.8,27.6,370,359,0,0,0,0,0,114,17,5,0,0,11,0,146,,19482,78,0,805,,25021,37.922107,-81.679778,BIM,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.922107,-81.679778&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",88
111,38.9,67.8,36.2,146,146,0,0,0,0,0,31,25,0,0,0,0,0,65,,16773,22,0,,,25022,37.860342,-81.81904,BLAIR,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.860342,-81.81904&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",94
112,45.3,32.9,49.9,715,715,0,0,0,16,4,325,19,0,16,14,0,16,145,45521,23205,275,17,,61800,25024,38.159082,-81.623721,BLOOMINGROSE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.159082,-81.623721&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",165
113,41.9,46.8,41.2,131,131,0,0,0,0,0,34,0,0,13,13,0,0,0,80294,31227,73,0,,76500,25025,38.31469,-81.411393,BLOUNT,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.31469,-81.411393&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",170
114,49.6,49.7,49.4,343,343,0,0,0,6,0,89,8,26,46,0,0,0,36,36078,29287,129,14,,84400,25028,37.947147,-81.725572,BOB WHITE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.947147,-81.725572&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",83
115,59.4,69.1,56.7,237,237,0,0,0,0,0,61,39,39,0,0,0,0,55,38529,20306,73,4,,70500,25030,38.453317,-81.225847,BOMONT,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.453317,-81.225847&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",114
116,35.1,38,34.1,923,840,69,0,5,0,0,284,5,15,8,16,15,0,9,43417,20536,497,40,667,55600,25031,38.148617,-81.275148,BOOMER,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.148617,-81.275148&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",164
117,40.6,40.3,41.2,1887,1875,0,6,0,2,22,629,75,138,71,25,0,0,234,41985,21348,796,13,576,87100,25033,38.612061,-81.924382,BUFFALO,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.612061,-81.924382&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",175
118,41.2,41.6,39.5,1230,1085,23,0,0,0,32,430,119,37,38,0,0,0,247,29353,15156,452,130,,46100,25035,38.165242,-81.521007,CABIN CREEK,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.165242,-81.521007&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",176
119,45.5,44.2,51.5,700,686,0,0,0,0,0,189,38,43,9,0,0,0,38,40708,21429,349,47,,41700,25036,38.214746,-81.258404,CANNELTON,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.214746,-81.258404&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",145
120,41.5,46.5,40.2,1021,789,7,0,0,0,0,196,43,22,39,10,0,0,170,45357,18835,470,43,642,44800,25039,38.234956,-81.363266,CEDAR GROVE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.234956,-81.363266&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",165
121,41.7,39.5,43.1,521,507,0,0,0,0,0,156,13,54,8,0,0,0,0,44097,20731,171,18,684,105100,25040,38.126501,-81.235109,CHARLTON HEIGHTS,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.126501,-81.235109&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",154
122,39.9,40.5,38.8,1723,1698,0,19,0,0,4,585,53,0,94,44,0,0,443,25400,16194,547,105,518,87100,25043,38.425757,-81.003154,CLAY,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.425757,-81.003154&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",65
123,39.3,39,39.4,285,285,0,0,0,0,0,117,12,0,0,0,0,0,103,,12435,47,0,,,25044,37.911676,-81.368705,CLEAR CREEK,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.911676,-81.368705&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",133
124,42.2,41.8,43,5450,5084,4,0,0,32,22,1565,201,278,330,132,10,6,892,38588,20089,2079,128,588,80800,25045,38.447483,-81.329322,CLENDENIN,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.447483,-81.329322&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",130
125,24.5,24.1,35.4,378,378,0,0,0,0,0,121,25,0,0,0,0,0,111,23103,11137,175,53,566,20000,25047,37.920527,-81.767625,CLOTHIER,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.920527,-81.767625&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",81
126,50.9,50.6,,39,39,0,0,0,0,0,11,0,0,0,0,0,0,21,,9544,0,0,,,25048,37.945828,-81.437333,COLCORD,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.945828,-81.437333&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",139
127,27.6,19.8,28.5,605,587,0,0,5,0,6,174,0,23,17,5,0,0,44,45952,16524,186,32,494,58500,25049,38.115286,-81.558257,COMFORT,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.115286,-81.558257&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",182
128,46.1,43.2,46.6,254,254,0,0,0,0,0,32,9,16,0,0,0,0,141,,17380,103,10,,75000,25051,38.156947,-81.709791,COSTA,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.156947,-81.709791&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",161
129,38.7,36.8,39.9,4417,4323,14,0,17,40,31,1066,161,179,147,84,0,0,1221,36389,18207,1468,174,578,97500,25053,38.036736,-81.878922,DANVILLE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.036736,-81.878922&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",131
130,44.5,18.8,46.8,342,342,0,0,0,0,0,87,0,22,0,0,0,0,114,38314,11375,115,0,,53300,25054,38.110531,-81.48849,DAWES,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.110531,-81.48849&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",177
131,59.8,60.2,59.3,315,315,0,0,0,0,0,133,13,41,0,0,0,0,60,45900,22009,97,10,,45500,25057,38.120375,-81.253436,DEEP WATER,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.120375,-81.253436&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",162
132,49.5,53.6,43.8,474,474,0,0,0,0,0,109,9,47,32,5,0,0,27,47625,20866,184,0,613,,25059,38.220237,-81.202847,DIXIE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.220237,-81.202847&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",131
133,46.1,44.4,46.8,487,487,0,0,0,0,0,135,58,0,12,12,0,0,45,51023,18682,152,0,,48300,25060,37.94454,-81.427325,DOROTHY,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.94454,-81.427325&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",140
134,61.7,61.5,61.8,647,647,0,0,0,0,15,246,53,0,66,0,0,0,15,58489,22599,156,15,,54700,25061,38.174502,-81.439839,DRYBRANCH,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.174502,-81.439839&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",167
135,63.1,63.4,55.6,132,132,0,0,0,0,9,33,0,0,0,0,0,0,31,33869,17586,19,0,,61300,25062,37.880313,-81.432653,DRY CREEK,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.880313,-81.432653&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",146
136,51.7,57.2,47.5,1665,1655,0,10,0,3,17,401,127,71,81,22,23,0,328,30725,21110,723,61,609,77400,25063,38.570368,-80.929492,DUCK,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.570368,-80.929492&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",60
137,43,38.9,45.6,9502,7924,1179,21,104,156,41,2159,433,551,891,517,70,90,1374,40964,24414,4746,327,741,88400,25064,38.377043,-81.749626,DUNBAR,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.377043,-81.749626&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",169
138,43.8,43.3,46.6,947,856,0,0,3,44,16,305,67,19,79,20,0,0,39,50417,23357,384,84,805,85600,25067,38.201538,-81.442935,EAST BANK,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.201538,-81.442935&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",170
139,39.2,39.2,39.2,1873,1869,0,0,0,91,0,556,40,99,198,28,12,16,124,51207,25771,1034,89,583,117400,25070,38.545843,-81.931687,ELEANOR,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.545843,-81.931687&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",176
140,45.7,46.5,44.9,11927,10840,5,0,123,39,70,3331,747,565,1020,427,117,172,1318,47546,25262,5113,351,811,108300,25071,38.462464,-81.466833,ELKVIEW,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.462464,-81.466833&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",172
141,50.3,51.6,50.1,492,429,0,0,49,0,0,153,37,9,15,0,37,0,128,38438,18362,160,38,,,25075,38.060218,-81.405213,ESKDALE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.060218,-81.405213&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",181
142,60.2,46.4,60.5,264,264,0,0,0,0,0,81,25,25,0,0,0,0,156,,12054,59,29,497,,25076,37.868612,-81.930987,ETHEL,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.868612,-81.930987&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",93
143,41.2,41.5,40.5,1283,1283,0,0,0,0,0,524,35,29,39,0,0,13,144,96473,37937,649,33,,113500,25081,38.075052,-81.754659,FOSTER,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.075052,-81.754659&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",154
144,33.9,33.7,35.1,1686,1686,0,0,0,9,0,301,58,36,177,101,0,0,482,45750,20748,749,97,609,,25082,38.604207,-82.031043,FRAZIERS BOTTOM,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.604207,-82.031043&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",183
145,53,62.1,52.2,635,516,0,0,0,13,0,299,49,32,57,0,0,0,85,41063,19248,299,0,,63000,25083,38.069889,-81.367758,GALLAGHER,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.069889,-81.367758&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",174
146,43.1,37.5,45.1,949,921,8,0,0,0,4,217,68,28,63,6,0,0,219,36719,16038,345,53,599,65000,25085,38.172682,-81.20548,GAULEY BRIDGE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.172682,-81.20548&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",137
147,55.4,52.7,60,735,646,8,0,0,0,0,229,23,33,52,16,2,0,91,41023,19707,270,24,694,99600,25086,38.203982,-81.41735,GLASGOW,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.203982,-81.41735&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",172
148,54.3,59.3,50.3,124,124,0,0,0,0,0,31,41,0,0,0,0,0,66,12195,10160,28,0,,27800,25088,38.398602,-81.208823,GLEN,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.398602,-81.208823&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",109
149,66,58.3,67.1,123,123,0,0,0,0,0,19,0,0,0,0,0,0,0,,22151,61,0,,,25090,38.155129,-81.221003,GLEN FERRIS,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.155129,-81.221003&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",152
150,62.3,56.5,67.1,82,82,0,0,0,0,16,0,8,0,0,0,0,0,24,,22628,14,0,,25800,25093,37.98311,-81.669642,GORDON,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=37.98311,-81.669642&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",121
151,32.4,32.4,32.5,301,237,4,0,0,10,1,72,15,12,8,6,0,0,85,35250,15644,112,4,656,55400,25102,38.191015,-81.374818,HANDLEY,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.191015,-81.374818&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",170
152,20.7,20.2,43.3,205,197,0,0,0,0,0,36,0,0,0,0,0,0,22,,10993,48,0,,49300,25103,38.180757,-81.381089,HANSFORD,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.180757,-81.381089&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",170
